 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,30924,1,1,81,163,81,81,81.0,0.0,163,163,163.0,0.0,7890.311732,64.67468633,30924.0,0.0,30924,30924,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.33734316,32.33734316,81,163,108.3333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,162.5,81.0,163.0,20,0,0,0,0,0,0,1,81,1,163,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4073686,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,41.48576989,1.47286757,814737.2,1801555.913,4037346,16,4073686,1018421.5,2012682.296,4037346,49,0,0.0,0.0,0,0,1,0,0,0,160,32,1.227389642,0.245477928,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,160,0,0,0,0,0,0,5,123,1,46,349,132,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10527355,7,8,2513,2080,1426,0,359.0,613.9248054,1470,0,260.0,529.6413881,436.2919271,1.424859331,751953.9286,2605793.315,9800584,4,10400000,1739003.333,3951085.877,9800584,16421,10500000,1501577.571,3715838.632,9922889,4,0,0,0,0,152,184,0.664934354,0.759924976,0,1470,287.0625,538.4886837,289970.0625,0,0,0,1,0,0,0,0,1,306.2,359.0,260.0,152,0,0,0,0,0,0,7,2513,8,2080,8192,268,6,20,633436.0,0.0,633436,633436,9800584.0,0.0,9800584,9800584,BENIGN
53509,43,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,279069.7674,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,23255.81395,23255.81395,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,39223,63581,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5665811,9,6,347,4207,190,0,38.55555556,70.31911389,1448,0,701.1666667,699.2746003,803.7684279,2.64745859,404700.7857,1471629.596,5517461,9,5665811,708226.375,1943357.047,5517461,16,81540,16308.0,24365.32345,56111,49,0,0,0,0,296,200,1.588475154,1.058983436,0,1448,284.625,526.0854018,276765.85,0,0,0,1,0,0,0,0,0,303.6,38.55555556,701.1666667,296,0,0,0,0,0,0,9,347,6,4207,29200,939,3,32,148334.0,0.0,148334,148334,5517461.0,0.0,5517461,5517461,BENIGN
53,145,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1213793.103,27586.2069,48.33333333,77.6552209,138,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13793.10345,13793.10345,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50652,1224,3,1,50,6,38,6,16.66666667,18.47520861,6,6,6.0,0.0,45751.63399,3267.973856,408.0,602.3860888,1100,1,1224,612.0,864.0844866,1223,1,0,0.0,0.0,0,0,1,0,0,0,60,20,2450.980392,816.9934641,6,38,18.8,17.52712184,307.2,0,1,0,0,1,0,0,0,0,23.5,16.66666667,6.0,60,0,0,0,0,0,0,3,50,1,6,351,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31531,2,2,60,212,30,30,30.0,0.0,106,106,106.0,0.0,8626.431131,126.8592813,10510.33333,18162.0113,31482,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,40,63.42964067,63.42964067,30,106,60.4,41.62691437,1732.8,0,0,0,0,0,0,0,0,1,75.5,30.0,106.0,64,0,0,0,0,0,0,2,60,2,212,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,82573,1,1,50,101,50,50,50.0,0.0,101,101,101.0,0.0,1828.684921,24.22099233,82573.0,0.0,82573,82573,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,12.11049617,12.11049617,50,101,67.0,29.44486373,867.0,0,0,0,0,0,0,0,0,1,100.5,50.0,101.0,32,0,0,0,0,0,0,1,50,1,101,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,273,2,2,80,452,40,40,40.0,0.0,226,226,226.0,0.0,1948717.949,14652.01465,91.0,72.75300681,175,48,50,50.0,0.0,50,50,48,48.0,0.0,48,48,0,0,0,0,40,40,7326.007326,7326.007326,40,226,114.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,143.0,40.0,226.0,40,0,0,0,0,0,0,2,80,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,74786,1,1,45,147,45,45,45.0,0.0,147,147,147.0,0.0,2567.325435,26.74297328,74786.0,0.0,74786,74786,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13.37148664,13.37148664,45,147,79.0,58.88972746,3468.0,0,0,0,0,0,0,0,0,1,118.5,45.0,147.0,32,0,0,0,0,0,0,1,45,1,147,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5510687,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.177586932,0.725862311,1836895.667,3161249.19,5487167,105,5510687,2755343.5,3863381.844,5487167,23520,0,0.0,0.0,0,0,0,0,0,0,72,32,0.544396733,0.181465578,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30464,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,3610.819328,65.6512605,30464.0,0.0,30464,30464,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.82563025,32.82563025,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,25882686,7,5,419,1767,419,0,59.85714286,158.3671142,1767,0,353.4,790.2264232,84.45800409,0.463630398,2352971.455,4127751.353,10000000,61,25900000,4313781.0,4916863.737,10100000,40783,20300000,5070732.25,5748886.79,10100000,1821,0,0,0,0,232,168,0.270451065,0.193179332,0,1767,168.1538462,494.1546395,244188.8077,0,0,0,1,0,0,0,0,0,182.1666667,59.85714286,353.4,232,0,0,0,0,0,0,7,419,5,1767,29200,939,1,32,132663.0,131589.7436,225711,39615,10000000.0,16181.43158,10000000,9997415,BENIGN
53,23258,1,1,66,122,66,66,66.0,0.0,122,122,122.0,0.0,8083.240175,85.99191676,23258.0,0.0,23258,23258,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.99595838,42.99595838,66,122,84.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,127.0,66.0,122.0,20,0,0,0,0,0,0,1,66,1,122,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,219,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,2164383.562,18264.84018,73.0,83.62415919,166,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,9132.420091,9132.420091,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,64,0,0,0,0,0,0,2,60,2,414,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,230,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,400000.0,17391.30435,76.66666667,131.0585111,228,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8695.652174,8695.652174,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,90666666,24,12,4836,3792,403,0,201.5,205.8338291,316,316,316.0,0.0,95.16176541,0.397058826,2590476.171,8528097.813,40400000,0,90700000,3942028.957,10300000.0,40400000,2,90700000,8242397.909,14000000.0,40400000,2,1,0,0,0,768,384,0.264705884,0.132352942,0,403,244.0810811,175.2215072,30702.57658,0,1,0,0,1,0,0,0,0,250.8611111,201.5,316.0,768,0,0,0,0,0,0,24,4836,12,3792,955,257,11,32,18742.0,36808.69849,73955,282,22600000.0,14800000.0,40400000,8642788,BENIGN
53,217,2,2,60,414,30,30,30.0,0.0,207,207,207.0,0.0,2184331.797,18433.17972,72.33333333,120.088856,211,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,9216.589862,9216.589862,30,207,100.8,96.94689268,9398.7,0,0,0,0,0,0,0,0,1,126.0,30.0,207.0,40,0,0,0,0,0,0,2,60,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5371811,8,5,698,3013,517,0,87.25,178.6335035,1460,0,602.6,709.1556952,690.8284748,2.420040467,447650.9167,1506601.187,5231494,4,5371811,767401.5714,1968635.791,5231494,4,66090,16522.5,19297.00002,40158,203,0,0,0,0,172,112,1.489255672,0.930784795,0,1460,265.0714286,490.5123639,240602.3791,0,0,0,1,0,0,0,0,0,285.4615385,87.25,602.6,172,0,0,0,0,0,0,8,698,5,3013,8192,60,7,20,140313.0,0.0,140313,140313,5231494.0,0.0,5231494,5231494,BENIGN
53,235642,4,2,132,316,33,33,33.0,0.0,158,158,158.0,0.0,1901.189092,25.46235391,47128.4,76201.95882,175136,3,60502,20167.33333,34925.64983,60496,3,4,4.0,0.0,4,4,0,0,0,0,80,64,16.97490261,8.487451303,33,158,68.71428571,60.99375456,3720.238095,0,0,0,0,0,0,0,0,0,80.16666667,33.0,158.0,80,0,0,0,0,0,0,4,132,2,316,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,68396574,14,13,1332,5900,424,0,95.14285714,178.2301266,1963,0,453.8461538,785.9559833,105.7362902,0.394756615,2630637.462,4247330.252,10000000,17,65900000,5072192.0,4940359.737,10000000,12871,68400000,5697758.167,4714018.948,10000000,48,0,0,0,0,292,344,0.204688615,0.190068,0,1963,258.2857143,569.6711109,324525.1746,0,0,0,1,0,0,0,0,0,267.8518519,95.14285714,453.8461538,292,0,0,0,0,0,0,14,1332,13,5900,8192,1013,13,20,989402.1667,2366047.369,5819076,22992,10000000.0,482.7692686,10000000,9999883,BENIGN
53,63036168,2,2,116,279,67,49,58.0,12.72792206,149,130,139.5,13.43502884,6.266243849,0.063455634,21000000.0,36200000.0,62800000,23968,63000000,63000000.0,0.0,63000000,63000000,62800000,62800000.0,0.0,62800000,62800000,0,0,0,0,52,40,0.031727817,0.031727817,49,149,88.8,47.34131388,2241.2,0,0,0,0,0,0,0,0,1,111.0,58.0,139.5,52,0,0,0,0,0,0,2,116,2,279,-1,-1,1,20,206932.0,0.0,206932,206932,62800000.0,0.0,62800000,62800000,BENIGN
443,125,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16000.0,125.0,0.0,125,125,125,125.0,0.0,125,125,0,0.0,0.0,0,0,0,0,0,0,64,0,16000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,358,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,139,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1237410.072,28776.97842,46.33333333,74.19119445,132,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,14388.48921,14388.48921,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,64,0,0,0,0,0,0,2,70,2,102,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,62492,4,2,152,202,38,38,38.0,0.0,101,101,101.0,0.0,5664.725085,96.01228957,12498.4,17100.46012,32102,3,30386,10128.66667,17499.21245,30335,3,4,4.0,0.0,4,4,0,0,0,0,104,40,64.00819305,32.00409652,38,101,56.0,30.7408523,945.0,0,0,0,0,0,0,0,0,0,65.33333333,38.0,101.0,104,0,0,0,0,0,0,4,152,2,202,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116087852,16,14,446,979,446,0,27.875,111.5,979,0,69.92857143,261.6487558,12.27518621,0.258424973,4003029.379,4968286.272,10200000,38,116000000,7739190.133,4343734.484,10200000,27095,113000000,8660252.231,3829045.302,10200000,7736,0,0,0,0,520,456,0.137826652,0.120598321,0,979,45.96774194,190.7749955,36395.09892,0,0,0,1,0,0,0,0,0,47.5,27.875,69.92857143,520,0,0,0,0,0,0,16,446,14,979,29200,118,1,32,37814.45455,19867.50125,97357,30842,10200000.0,37108.32133,10200000,10100000,BENIGN
56631,210,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,57142.85714,9523.809524,210.0,0.0,210,210,210,210.0,0.0,210,210,0,0.0,0.0,0,0,0,0,0,0,40,0,9523.809524,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,330,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,172110,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,22566.96299,69.72285166,15646.36364,19945.08076,52839,42,172110,28685.0,20263.93115,52839,1653,52367,13091.75,23605.0186,48410,49,0,0,0,0,152,112,40.67166347,29.05118819,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52067,18,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,666666.6667,111111.1111,18.0,0.0,18,18,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,55555.55556,55555.55556,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,61550053,17,15,876,5342,486,0,51.52941176,124.1300314,1577,0,356.1333333,601.6668355,101.0234711,0.519902071,1985485.581,3969099.314,10000000,24,61600000,3846878.313,4945228.617,10100000,17241,61500000,4390232.0,5079500.388,10100000,231,0,0,0,0,376,384,0.276197975,0.243704096,0,1577,188.4242424,436.268125,190329.8769,0,0,0,1,0,0,0,0,0,194.3125,51.52941176,356.1333333,376,0,0,0,0,0,0,17,876,15,5342,8192,114,14,20,251445.0,403559.6293,1075207,86311,9954205.0,113705.2362,10000000,9722213,BENIGN
80,1260919,4,4,815,1277,803,0,203.75,399.5100124,1265,0,319.25,630.5063441,1659.107365,6.344578835,180131.2857,307353.4811,853593,90,407326,135775.3333,97595.5559,203025,23837,1237172,412390.6667,525047.4002,1005042,5394,0,0,0,0,92,92,3.172289417,3.172289417,0,1265,232.4444444,468.8955404,219863.0278,0,0,0,1,0,0,0,0,1,261.5,203.75,319.25,92,0,0,0,0,0,0,4,815,4,1277,8192,32,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,939119,1,1,48,148,48,48,48.0,0.0,148,148,148.0,0.0,208.7062449,2.12965556,939119.0,0.0,939119,939119,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,1.06482778,1.06482778,48,148,81.33333333,57.73502692,3333.333333,0,0,0,0,0,0,0,0,1,122.0,48.0,148.0,20,0,0,0,0,0,0,1,48,1,148,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,17105,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,116.9248758,17105.0,0.0,17105,17105,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,58.46243788,58.46243788,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,309,118,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,77107,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,2879.116034,25.93798228,77107.0,0.0,77107,77107,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,12.96899114,12.96899114,47,175,89.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,32,0,0,0,0,0,0,1,47,1,175,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,101623,1,1,43,113,43,43,43.0,0.0,113,113,113.0,0.0,1535.085561,19.68058412,101623.0,0.0,101623,101623,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,9.84029206,9.84029206,43,113,66.33333333,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1,99.5,43.0,113.0,20,0,0,0,0,0,0,1,43,1,113,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,40261160,6,6,36,31,6,6,6.0,0.0,31,0,5.166666667,12.655697,1.664134863,0.298054005,3660105.455,5025642.089,10000000,436,40300000,8052232.0,4467927.192,10100000,59761,40200000,8041858.4,4491003.621,10100000,8107,0,0,0,0,120,180,0.149027003,0.149027003,0,31,5.615384615,8.180652598,66.92307692,0,0,0,0,1,0,0,0,1,6.083333333,6.0,5.166666667,120,0,0,0,0,0,0,6,36,6,31,16364,404,5,20,51379.5,115.0550593,51460,51209,9998970.25,904.4867329,10000000,9998168,BENIGN
53,145365,1,1,43,103,43,43,43.0,0.0,103,103,103.0,0.0,1004.368314,13.75847006,145365.0,0.0,145365,145365,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.879235029,6.879235029,43,103,63.0,34.64101615,1200.0,0,0,0,0,0,0,0,0,1,94.5,43.0,103.0,32,0,0,0,0,0,0,1,43,1,103,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,178,2,2,58,90,29,29,29.0,0.0,45,45,45.0,0.0,831460.6742,22471.91011,59.33333333,19.62990915,82,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,11235.95506,11235.95506,29,45,35.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,44.25,29.0,45.0,40,0,0,0,0,0,0,2,58,2,90,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32102,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,5233.318796,124.6028285,10700.66667,18490.81265,32052,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,80,40,62.30141424,62.30141424,34,50,40.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,80,0,0,0,0,0,0,2,68,2,100,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,247,2,2,84,310,42,42,42.0,0.0,155,155,155.0,0.0,1595141.7,16194.33198,82.33333333,137.4093641,241,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,8097.165992,8097.165992,42,155,87.2,61.892649,3830.7,0,0,0,0,0,0,0,0,1,109.0,42.0,155.0,64,0,0,0,0,0,0,2,84,2,310,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
