 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,46423,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,6979.299054,86.16418586,15474.33333,26796.26937,46416,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,43.08209293,43.08209293,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52453,869,2,0,6,0,6,0,3.0,4.242640687,0,0,0.0,0.0,6904.487917,2301.495972,869.0,0.0,869,869,869,869.0,0.0,869,869,0,0.0,0.0,0,0,0,0,0,0,52,0,2301.495972,0.0,0,6,2.0,3.464101615,12.0,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,52,0,0,0,0,0,0,2,6,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52213,321,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,37383.17757,6230.529595,321.0,0.0,321,321,321,321.0,0.0,321,321,0,0.0,0.0,0,0,0,0,0,0,40,0,6230.529595,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,14487,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,162,258,81,81,81.0,0.0,129,129,129.0,0.0,2282608.696,21739.13043,61.33333333,94.19306415,170,3,11,11.0,0.0,11,11,3,3.0,0.0,3,3,0,0,0,0,64,64,10869.56522,10869.56522,81,129,100.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,125.25,81.0,129.0,64,0,0,0,0,0,0,2,162,2,258,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60178,0,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,64,0,0.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,1274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59072,14937,2,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,401.6870858,200.8435429,7468.5,10324.46611,14769,168,14937,14937.0,0.0,14937,14937,0,0.0,0.0,0,0,0,0,0,0,64,20,133.8956953,66.94784763,0,6,1.5,3.0,9.0,0,0,0,0,1,0,0,0,0,2.0,0.0,6.0,64,0,0,0,0,0,0,2,0,1,6,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,120818,1,1,41,188,41,41,41.0,0.0,188,188,188.0,0.0,1895.412935,16.55382476,120818.0,0.0,120818,120818,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.276912381,8.276912381,41,188,90.0,84.87048957,7203.0,0,0,0,0,0,0,0,0,1,135.0,41.0,188.0,32,0,0,0,0,0,0,1,41,1,188,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50646,12300,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,162.601626,12300.0,0.0,12300,12300,12300,12300.0,0.0,12300,12300,0,0.0,0.0,0,0,0,0,0,0,64,0,162.601626,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,905,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,173,2,2,88,120,44,44,44.0,0.0,60,60,60.0,0.0,1202312.139,23121.38728,57.66666667,60.08604941,122,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,11560.69364,11560.69364,44,60,50.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,63.0,44.0,60.0,40,0,0,0,0,0,0,2,88,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,137,2,2,60,360,30,30,30.0,0.0,180,180,180.0,0.0,3065693.431,29197.08029,45.66666667,42.66536456,86,1,1,1.0,0.0,1,1,50,50.0,0.0,50,50,0,0,0,0,40,40,14598.54015,14598.54015,30,180,90.0,82.15838363,6750.0,0,0,0,0,0,0,0,0,1,112.5,30.0,180.0,40,0,0,0,0,0,0,2,60,2,360,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,229925,20,21,1001,22757,333,0,50.05,87.37425551,2920,0,1083.666667,839.2098863,103329.3465,178.3190171,5748.125,11229.65821,49733,0,229925,12101.31579,18719.35979,72983,3,193645,9682.25,22271.89907,82588,1,0,0,0,0,412,432,86.98488638,91.33413069,0,2920,565.6666667,788.6776419,622012.4228,0,0,0,1,0,0,0,0,1,579.4634146,50.05,1083.666667,412,0,0,0,0,0,0,20,1001,21,22757,8192,1013,19,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,92996,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1032.302465,21.50630135,92996.0,0.0,92996,92996,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.75315067,10.75315067,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1152173.913,21739.13043,61.33333333,66.0176744,133,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,10869.56522,10869.56522,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,299206,10,12,4393,6754,3837,0,439.3,1198.927859,2069,2,562.8333333,791.9625603,37255.26895,73.52793727,14247.90476,27185.51785,118353,1,156318,17368.66667,15067.65328,44161,1,275239,25021.72727,39438.28213,118353,1,0,0,0,0,220,244,33.42178967,40.1061476,0,3837,484.6521739,957.3853413,916586.6917,0,0,0,1,0,0,0,0,1,506.6818182,439.3,562.8333333,220,0,0,0,0,0,0,10,4393,12,6754,29200,65535,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4747623,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,38.12434138,1.263790322,949524.6,1991250.653,4508687,1,4747623,1186905.75,2217202.257,4508687,1,0,0.0,0.0,0,0,1,0,0,0,100,20,1.053158602,0.21063172,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,16257,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,230,2,2,104,488,52,52,52.0,0.0,244,244,244.0,0.0,2573913.043,17391.30435,76.66666667,91.43485841,179,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,8695.652174,8695.652174,52,244,128.8,105.162731,11059.2,0,0,0,0,0,0,0,0,1,161.0,52.0,244.0,40,0,0,0,0,0,0,2,104,2,488,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5534857,9,5,380,4875,193,0,42.22222222,69.12086837,2920,2,975.0,1293.502996,949.4373567,2.529423976,425758.2308,1484998.248,5367727,3,5534857,691857.125,1889590.799,5367727,3,77116,19279.0,21129.17533,41414,199,0,0,0,0,192,104,1.62605827,0.903365706,0,2920,350.3333333,830.6189316,689927.8095,0,0,0,1,0,0,0,0,0,375.3571429,42.22222222,975.0,192,0,0,0,0,0,0,9,380,5,4875,8192,30016,8,20,167127.0,0.0,167127,167127,5367727.0,0.0,5367727,5367727,BENIGN
49863,6,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,833333.3333,1.5,1.0,3,1,6,1.5,1.0,3,1,0,0.0,0.0,0,0,0,0,0,0,160,0,833333.3333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,160,0,0,0,0,0,0,5,0,0,0,385,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,11044703,11,13,2482,9019,1909,0,225.6363636,568.9629641,1451,0,693.7692308,697.7381498,1041.313651,2.172987359,480204.4783,2091472.598,10000000,1,10300000,1026768.7,3169762.445,10000000,217,11000000,918465.0,2903409.958,10100000,1,0,0,0,0,240,268,0.995952539,1.177034819,0,1909,460.04,664.751362,441894.3733,0,0,0,1,0,0,0,0,1,479.2083333,225.6363636,693.7692308,240,0,0,0,0,0,0,11,2482,13,9019,29200,16060,10,20,219704.0,0.0,219704,219704,10000000.0,0.0,10000000,10000000,BENIGN
53,107782,1,1,62,230,62,62,62.0,0.0,230,230,230.0,0.0,2709.172218,18.5559741,107782.0,0.0,107782,107782,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,9.277987048,9.277987048,62,230,118.0,96.99484522,9408.0,0,0,0,0,0,0,0,0,1,177.0,62.0,230.0,20,0,0,0,0,0,0,1,62,1,230,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,178,2,2,84,196,42,42,42.0,0.0,98,98,98.0,0.0,1573033.708,22471.91011,59.33333333,101.0362971,176,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11235.95506,11235.95506,42,98,64.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,80.5,42.0,98.0,64,0,0,0,0,0,0,2,84,2,196,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54436,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21739.13043,21739.13043,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,305,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5740053,6,4,611,164,517,0,101.8333333,204.3050823,152,0,41.0,74.05403433,135.0161749,1.742144193,637783.6667,1819103.277,5488036,3,5740053,1148010.6,2461385.75,5550581,3,229049,76349.66667,66397.40298,122250,216,0,0,0,0,132,92,1.045286516,0.696857677,0,517,70.45454545,154.756818,23949.67273,0,0,0,1,0,0,0,0,0,77.5,101.8333333,41.0,132,0,0,0,0,0,0,6,611,4,164,8192,946,5,20,252014.0,0.0,252014,252014,5488036.0,0.0,5488036,5488036,BENIGN
80,1866,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1071.811361,1866.0,0.0,1866,1866,1866,1866.0,0.0,1866,1866,0,0.0,0.0,0,0,0,0,0,0,64,0,1071.811361,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61044,4,2,124,174,31,31,31.0,0.0,87,87,87.0,0.0,4881.724658,98.28975821,12208.8,18165.56237,40581,1,40588,13529.33333,23427.43055,40581,3,1,1.0,0.0,1,1,0,0,0,0,80,64,65.52650547,32.76325274,31,87,47.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,54.83333333,31.0,87.0,80,0,0,0,0,0,0,4,124,2,174,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61006,4,2,136,690,34,34,34.0,0.0,345,345,345.0,0.0,13539.65184,98.35098187,12201.2,16704.62142,30903,3,30911,10303.66667,17839.54597,30903,4,3,3.0,0.0,3,3,0,0,0,0,80,64,65.56732125,32.78366062,34,345,122.8571429,151.7524613,23028.80952,0,0,0,0,0,0,0,0,0,143.3333333,34.0,345.0,80,0,0,0,0,0,0,4,136,2,690,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45602,56,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,214285.7143,35714.28571,56.0,0.0,56,56,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17857.14286,17857.14286,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,11256,35000,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,80416,4,4,256,576,64,64,64.0,0.0,144,144,144.0,0.0,10346.19976,99.48269001,11488.0,30242.79828,80072,2,80241,26747.0,46320.23475,80233,4,80253,26751.0,46329.76103,80248,2,0,0,0,0,80,80,49.74134501,49.74134501,64,144,99.55555556,42.16370214,1777.777778,0,0,0,0,0,0,0,0,1,112.0,64.0,144.0,80,0,0,0,0,0,0,4,256,4,576,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4872954,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,37.14379409,1.231285992,974590.8,2077697.593,4690421,48,4872954,1218238.5,2316346.777,4690421,48,0,0.0,0.0,0,0,1,0,0,0,100,20,1.02607166,0.205214332,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,252,127,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61207,1,1,44,100,44,44,44.0,0.0,100,100,100.0,0.0,2352.67208,32.67600111,61207.0,0.0,61207,61207,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,44,44,16.33800056,16.33800056,44,100,62.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,94.0,44.0,100.0,44,0,0,0,0,0,0,1,44,1,100,-1,-1,0,44,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,157,2,2,78,194,39,39,39.0,0.0,97,97,97.0,0.0,1732484.076,25477.70701,52.33333333,84.58329228,150,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12738.8535,12738.8535,39,97,62.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,77.75,39.0,97.0,40,0,0,0,0,0,0,2,78,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,142,2,2,72,104,36,36,36.0,0.0,52,52,52.0,0.0,1239436.62,28169.01408,47.33333333,76.7875858,136,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,14084.50704,14084.50704,36,52,42.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,53.0,36.0,52.0,64,0,0,0,0,0,0,2,72,2,104,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,934010.1523,20304.56853,65.66666667,30.59956427,101,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,60,10152.28426,10152.28426,32,60,43.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,30938,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3102.980154,64.64541987,30938.0,0.0,30938,30938,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.32270994,32.32270994,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5484729,9,6,377,3567,196,0,41.88888889,70.36057924,1585,0,594.5,728.8905954,719.0874882,2.734866208,391766.3571,1316832.505,4960875,48,5484729,685591.125,1730853.906,4960875,48,447673,89534.6,111584.9333,277226,211,0,0,0,0,204,132,1.640919725,1.093946483,0,1585,246.5,507.2928149,257346.0,0,0,0,1,0,0,0,0,0,262.9333333,41.88888889,594.5,204,0,0,0,0,0,0,9,377,6,3567,8192,237,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56281,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,547,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30646539,2,2,105,436,64,41,52.5,16.26345597,319,117,218.0,142.8355698,17.65289059,0.130520448,10200000.0,17600000.0,30600000,23239,30600000,30600000.0,0.0,30600000,30600000,30600000,30600000.0,0.0,30600000,30600000,0,0,0,0,64,72,0.065260224,0.065260224,41,319,121.0,114.1468353,13029.5,0,0,0,0,0,0,0,0,1,151.25,52.5,218.0,64,0,0,0,0,0,0,2,105,2,436,-1,-1,1,32,23239.0,0.0,23239,23239,30600000.0,0.0,30600000,30600000,BENIGN
53,24160,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,7781.456954,165.5629139,8053.333333,13941.8543,24152,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,82.78145695,82.78145695,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,64,0,0,0,0,0,0,2,78,2,110,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,33014,2,2,80,200,40,40,40.0,0.0,100,100,100.0,0.0,8481.250379,121.1607197,11004.66667,18973.17339,32913,48,53,53.0,0.0,53,53,48,48.0,0.0,48,48,0,0,0,0,64,80,60.58035985,60.58035985,40,100,64.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,80.0,40.0,100.0,64,0,0,0,0,0,0,2,80,2,200,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44272,562,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,21352.31317,3558.718861,562.0,0.0,562,562,562,562.0,0.0,562,562,0,0.0,0.0,0,0,0,0,0,0,40,0,3558.718861,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,40921,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,28623,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,139.7477553,9541.0,12110.65163,23182,54,28623,14311.5,12621.14894,23236,5387,0,0.0,0.0,0,0,0,0,0,0,104,40,104.8108165,34.93693883,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,70979,1,1,69,166,69,69,69.0,0.0,166,166,166.0,0.0,3310.838417,28.17734823,70979.0,0.0,70979,70979,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,14.08867411,14.08867411,69,166,101.3333333,56.00297611,3136.333333,0,0,0,0,0,0,0,0,1,152.0,69.0,166.0,20,0,0,0,0,0,0,1,69,1,166,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
