 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,211,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9478.672986,211.0,0.0,211,211,211,211.0,0.0,211,211,0,0.0,0.0,0,0,0,0,0,0,64,0,9478.672986,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,376,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,386,2,2,84,162,42,42,42.0,0.0,81,81,81.0,0.0,637305.6995,10362.6943,128.6666667,215.9290007,378,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,5181.34715,5181.34715,42,81,57.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,72.0,42.0,81.0,40,0,0,0,0,0,0,2,84,2,162,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55966,76,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,157894.7368,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13157.89474,13157.89474,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,8190,33216,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61572,1,1,55,183,55,55,55.0,0.0,183,183,183.0,0.0,3865.393361,32.48229715,61572.0,0.0,61572,61572,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.24114857,16.24114857,55,183,97.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,146.5,55.0,183.0,20,0,0,0,0,0,0,1,55,1,183,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3841264,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,47.11990636,1.561985846,768252.8,1581423.787,3593532,48,3841264,960316.0,1758825.952,3593532,48,0,0.0,0.0,0,0,1,0,0,0,100,20,1.301654872,0.260330974,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,255,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,822,2,2,102,232,51,51,51.0,0.0,116,116,116.0,0.0,406326.0341,4866.180049,274.0,469.3857689,816,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,2433.090024,2433.090024,51,116,77.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,96.25,51.0,116.0,40,0,0,0,0,0,0,2,102,2,232,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57084,29,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,123,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,145173,8,11,542,4131,189,0,67.75,78.98417563,1410,0,375.5454545,567.147664,32189.18118,130.8783314,8065.166667,12490.89084,35177,1,132087,18869.57143,15076.44222,37567,4,109996,10999.6,20131.72911,58395,1,0,0,0,0,172,232,55.10666584,75.77166553,0,1410,233.65,444.6457224,197709.8184,0,0,0,1,0,0,0,0,1,245.9473684,67.75,375.5454545,172,0,0,0,0,0,0,8,542,11,4131,8192,119,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,302,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,953642.3841,13245.03311,100.6666667,134.0012438,253,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,64,64,6622.516556,6622.516556,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,64,0,0,0,0,0,0,2,84,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,187,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1069518.717,21390.37433,62.33333333,66.66583333,135,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,10695.18717,10695.18717,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,40,0,0,0,0,0,0,2,84,2,116,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52582,3,2,0,29,0,23,6,14.5,12.02081528,0,0,0.0,0.0,9666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,23,11.66666667,9.814954576,96.33333333,0,0,0,0,1,0,0,0,0,17.5,14.5,0.0,40,0,0,0,0,0,0,2,29,0,0,40958,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50142,4,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,16342,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,59842,1,1,44,108,44,44,44.0,0.0,108,108,108.0,0.0,2540.022058,33.42134287,59842.0,0.0,59842,59842,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.71067143,16.71067143,44,108,65.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,98.0,44.0,108.0,32,0,0,0,0,0,0,1,44,1,108,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
33195,57488,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34.78986919,57488.0,0.0,57488,57488,57488,57488.0,0.0,57488,57488,0,0.0,0.0,0,0,0,0,0,0,64,0,34.78986919,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,114,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,416826,7,7,376,3788,201,0,53.71428571,78.68653906,1460,0,541.1428571,661.7178222,9989.779908,33.58715627,32063.53846,43805.03367,162288,48,378001,63000.16667,50516.83099,162288,17489,369384,61564.0,79625.33086,202221,48,0,0,0,0,152,152,16.79357814,16.79357814,0,1460,277.6,505.5754571,255606.5429,0,0,0,1,0,0,0,0,1,297.4285714,53.71428571,541.1428571,152,0,0,0,0,0,0,7,376,7,3788,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23753,2,2,60,166,30,30,30.0,0.0,83,83,83.0,0.0,9514.587631,168.3997811,7917.666667,13708.60479,23747,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,84.19989054,84.19989054,30,83,51.2,29.02929555,842.7,0,0,0,0,0,0,0,0,1,64.0,30.0,83.0,64,0,0,0,0,0,0,2,60,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47430,107375,3,1,38,6,38,0,12.66666667,21.93931023,6,6,6.0,0.0,409.7788126,37.25261932,35791.66667,61921.98273,107293,3,107375,53687.5,75921.34799,107372,3,0,0.0,0.0,0,0,0,0,0,0,96,20,27.93946449,9.313154831,0,38,8.8,16.52876281,273.2,0,0,0,0,1,0,0,0,0,11.0,12.66666667,6.0,96,0,0,0,0,0,0,3,38,1,6,59,0,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48885,2,2,68,292,34,34,34.0,0.0,146,146,146.0,0.0,7364.222154,81.8246906,16295.0,28220.30383,48881,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,40.9123453,40.9123453,34,146,78.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,98.5,34.0,146.0,40,0,0,0,0,0,0,2,68,2,292,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,13665030,2,3,12,65,6,6,6.0,0.0,53,6,21.66666667,27.13546265,5.634821146,0.365897477,3416257.5,4800114.008,10200000,28467,10200000,10200000.0,0.0,10200000,10200000,13600000,6818281.5,4840592.102,10200000,3395466,0,0,0,0,40,60,0.146358991,0.219538486,6,53,13.83333333,19.18766965,368.1666667,0,0,0,0,1,0,0,0,1,16.6,6.0,21.66666667,40,0,0,0,0,0,0,2,12,3,65,388,5120,1,20,28467.0,0.0,28467,28467,10200000.0,0.0,10200000,10200000,BENIGN
443,5026875,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,36.00646525,1.193584483,1005375.0,2207039.448,4953368,3,5026875,1256718.75,2464581.386,4953368,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.994653736,0.198930747,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,257,368,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,64075,4738,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46381,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,3902.460059,43.12110563,46381.0,0.0,46381,46381,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,21.56055281,21.56055281,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,20,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,207,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1391304.348,19323.6715,69.0,38.11823711,113,46,48,48.0,0.0,48,48,46,46.0,0.0,46,46,0,0,0,0,40,40,9661.835749,9661.835749,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,513794,3,0,37,0,37,0,12.33333333,21.36195996,0,0,0.0,0.0,72.01329716,5.838915986,256897.0,347677.3332,502742,11052,513794,256897.0,347677.3332,502742,11052,0,0.0,0.0,0,0,0,0,0,0,96,0,5.838915986,0.0,0,37,9.25,18.5,342.25,0,0,0,0,1,0,0,0,0,12.33333333,12.33333333,0.0,96,0,0,0,0,0,0,3,37,0,0,63831,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,216,2,2,72,334,36,36,36.0,0.0,167,167,167.0,0.0,1879629.63,18518.51852,72.0,82.65591328,164,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,9259.259259,9259.259259,36,167,88.4,71.75165503,5148.3,0,0,0,0,0,0,0,0,1,110.5,36.0,167.0,64,0,0,0,0,0,0,2,72,2,334,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,42678,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,2249.402502,46.86255213,42678.0,0.0,42678,42678,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,23.43127607,23.43127607,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53463,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17241.37931,17241.37931,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,318,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,309,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,621359.2233,12944.98382,103.0,174.9399897,305,1,3,3.0,0.0,3,3,1,1.0,0.0,1,1,0,0,0,0,40,64,6472.491909,6472.491909,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31323,4,4,124,1020,31,31,31.0,0.0,255,255,255.0,0.0,36522.68301,255.4033777,4474.714286,11707.33216,31024,2,31030,10343.33333,17909.9827,31024,3,98,32.66666667,26.57693235,49,2,0,0,0,0,128,128,127.7016889,127.7016889,31,255,130.5555556,118.058366,13937.77778,0,0,0,0,0,0,0,0,1,146.875,31.0,255.0,128,0,0,0,0,0,0,4,124,4,1020,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115931756,31,37,1348,31389,491,0,43.48387097,125.075676,1418,0,848.3513514,670.8693869,282.3816453,0.586551971,1730324.716,3747069.848,10000000,3,116000000,3864391.867,4866977.498,10100000,4,111000000,3078864.75,4688193.229,10100000,3,0,0,0,0,1000,1192,0.267398693,0.319153278,0,1418,474.4492754,639.7052983,409222.8687,0,0,0,1,0,0,0,0,1,481.4264706,43.48387097,848.3513514,1000,0,0,0,0,0,0,31,1348,37,31389,29200,365,5,32,66000.33333,102387.4637,391124,36279,9594979.0,1429470.19,10000000,5056059,BENIGN
53,179,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1541899.441,22346.36872,59.66666667,98.14954576,173,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11173.18436,11173.18436,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,7534,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,265.4632333,7534.0,0.0,7534,7534,7534,7534.0,0.0,7534,7534,0,0.0,0.0,0,0,0,0,0,0,64,0,265.4632333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,317,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30376,1,1,50,223,50,50,50.0,0.0,223,223,223.0,0.0,8987.358441,65.84145378,30376.0,0.0,30376,30376,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.92072689,32.92072689,50,223,107.6666667,99.88159657,9976.333333,0,0,0,0,0,0,0,0,1,161.5,50.0,223.0,20,0,0,0,0,0,0,1,50,1,223,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23983,2,2,74,238,37,37,37.0,0.0,119,119,119.0,0.0,13009.21486,166.7848059,7994.333333,13840.52934,23976,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,83.39240295,83.39240295,37,119,69.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,87.25,37.0,119.0,40,0,0,0,0,0,0,2,74,2,238,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52259,909,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,13201.32013,2200.220022,909.0,0.0,909,909,909,909.0,0.0,909,909,0,0.0,0.0,0,0,0,0,0,0,40,0,2200.220022,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1378881.988,24844.7205,53.66666667,91.22134253,159,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,12422.36025,12422.36025,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,40,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,69899,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,171.6762758,28.61271263,69899.0,0.0,69899,69899,69899,69899.0,0.0,69899,69899,0,0.0,0.0,0,0,0,0,0,0,40,0,28.61271263,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
